 PATAMAR DE DEFICIT
 NUMERO DE PATAMARES DE DEFICIT
 XXX
   1
 CUSTO DO DEFICIT
 NUM|NOME SSIS.|    CUSTO DE DEFICIT POR PATAMAR  | P.U. CORTE POR PATAMAR|
 XXX|XXXXXXXXXX| F|XXXX.XX XXXX.XX XXXX.XX XXXX.XX|X.XXX X.XXX X.XXX X.XXX|
 1   SUDESTE     0 8103.95 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 2   SUL         0 8103.95 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 3   NORDESTE    0 8103.95 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 4   NORTE       0 8103.95 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 11  NOFICT1     1
 999
 LIMITES DE INTERCAMBIO
 A   B   A->B    B->A
 XXX XXX XJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT. XXXNOV. XXXDEZ.
2024     6400.   6400.   6400.   6400.   6400.   6739.   6743.   6741.   6747.   6749.   6750.   6751.
2025     6753.   6754.   6748.   6744.   6740.   6739.   6743.   6740.   6749.   6749.   6750.   6753.
2026     6751.   6751.   6753.   7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.
2027     7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.
  
2023                                                             7800.   7800.   7800.   7800.   7800.
2024     7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.
2025     7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.
2026     7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.
2027     7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.
   4  11               0
2023                                                            99999.  99999.  99999.  99999.  99999.
2024    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
2025    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
2026    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
2027    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
  
2023                                                            99999.  99999.  99999.  99999.  99999.
2024    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
2025    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
2026    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
2027    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
   1   3               0
2023                                                             4700.   4700.   4700.   4700.   4700.
2024     4700.   4700.   4700.   4700.   4700.   6000.   6000.   6000.   6000.   6000.   6000.   6000.
2025     6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.
2026     6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.
2027     6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.
  
2023                                                             7200.   7200.   7200.   7200.   7200.
2024     7200.   7200.   7200.   7200.   7200.   7978.   7987.   7983.   7993.   7999.   8000.   8002.
2025     8006.   8007.   7997.   7989.   7979.   7978.   7987.   7979.   7998.   7999.   8000.   8006.
2026     8002.   8002.   8006.   9044.   9040.   9038.   9036.   9038.   9043.   9044.   9047.   9046.
2027     9048.   9047.   9046.   9043.   9040.   9036.   9037.   9037.   9043.   9645.   9647.   9646.
   1   4               0
2023                                                             2174.   3350.   4200.   4200.   4200.
2024     4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.
2025     4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.
2026     4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.
2027     4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.
  
2023                                                             4593.   4472.   5613.   6625.   7621.
2024     8000.   8000.   8000.   8000.   8000.   8000.   6608.   5604.   5617.   5624.   6625.   7627.
2025     8000.   8000.   8000.   8000.   8000.   8000.   6608.   5599.   5622.   5624.   6625.   7633.
2026     8000.   8000.   8000.   8000.   8000.   8000.   6608.   5599.   5617.   5613.   6625.   7633.
2027     8000.   8000.   8000.   8000.   8000.   8000.   6604.   5604.   5617.   5608.   6625.   7639.
 999
 MERCADO DE ENERGIA TOTAL
 XXX
       XXXJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT. XXXNOV. XXXDEZ.
   1
2023                                                            39019.  40403.  41695.  41036.  41014.
2024    44089.  44413.  44127.  42879.  40611.  39772.  39423.  40306.  41737.  42773.  42097.  42074.
2025    45414.  46270.  44981.  44167.  41831.  40999.  40639.  41539.  42991.  44058.  43361.  43338.
2026    46791.  47135.  46832.  45507.  43099.  42242.  41871.  42799.  44295.  45394.  44677.  44653.
2027    48260.  48614.  48302.  46935.  44452.  43568.  43186.  44142.  45686.  46819.  46079.  46054.
POS     48260.  48614.  48302.  46935.  44452.  43568.  43186.  44142.  45686.  46819.  46079.  46054.
   2
2023                                                            11473.  11544.  12022.  12363.  12590.
2024    13910.  14169.  13535.  12915.  12141.  12234.  12213.  12216.  12144.  12478.  12831.  13066.
2025    14365.  14849.  13784.  13338.  12539.  12644.  12636.  12626.  12542.  12886.  13251.  13494.
2026    14864.  15141.  14464.  13801.  12974.  13083.  13074.  13065.  12977.  13333.  13711.  13963.
2027    15381.  15668.  14967.  14281.  13426.  13539.  13530.  13520.  13429.  13798.  14189.  14449.
POS     15381.  15668.  14967.  14281.  13426.  13539.  13530.  13520.  13429.  13798.  14189.  14449.
   3
2023                                                            11439.  11636.  11956.  12167.  12046.
2024    12367.  12242.  12214.  12022.  11893.  11394.  11154.  11484.  11781.  12389.  12608.  12482.
2025    12811.  12657.  12546.  12454.  12321.  11805.  11558.  11897.  12205.  12833.  13060.  12930.
2026    13339.  13204.  13173.  12967.  12828.  12290.  12033.  12386.  12707.  13362.  13598.  13463.
2027    13831.  13692.  13660.  13445.  13301.  12743.  12477.  12843.  13176.  13855.  14100.  13960.
POS     13831.  13692.  13660.  13445.  13301.  12743.  12477.  12843.  13176.  13855.  14100.  13960.
   4
2023                                                             7048.   7192.   7196.   7210.   7002.
2024     6928.   7053.   7158.   7119.   7167.   7068.   6968.   7243.   7360.   7350.   7346.   7120.
2025     7090.   7270.   7270.   7285.   7334.   7233.   7130.   7413.   7533.   7519.   7515.   7284.
2026     7322.   7454.   7566.   7525.   7576.   7470.   7364.   7656.   7781.   7770.   7766.   7526.
2027     7529.   7665.   7782.   7738.   7792.   7682.   7573.   7874.   8004.   7991.   7987.   7741.
POS      7529.   7665.   7782.   7738.   7792.   7682.   7573.   7874.   8004.   7991.   7987.   7741.
 999
 GERACAO DE USINAS NAO SIMULADAS
 XXX  XBL  XXXXXXXXXXXXXXXXXXXX  XTE
       XXXJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT. XXXNOV. XXXDEZ.
   1    1  PCH
2023                                                             1450.   1343.   1637.   2146.   2642.
2024     2723.   3007.   3034.   2710.   2235.   1882.   1600.   1462.   1357.   1651.   2157.   2660.
2025     2750.   3042.   3068.   2740.   2261.   1905.   1617.   1475.   1369.   1667.   2185.   2694.
2026     2776.   3065.   3096.   2766.   2282.   1929.   1635.   1492.   1384.   1679.   2196.   2703.
2027     2810.   3102.   3129.   2796.   2307.   1947.   1649.   1507.   1402.   1701.   2224.   2738.
   1    2  PCT
2023                                                             4375.   4136.   3714.   2898.   1419.
2024      879.    936.   1340.   2905.   4054.   4412.   4834.   4666.   4401.   3905.   3053.   1498.
2025      925.    988.   1420.   3101.   4334.   4722.   4962.   4763.   4487.   3985.   3119.   1522.
2026      943.   1000.   1436.   3134.   4373.   4753.   5012.   4813.   4537.   4030.   3155.   1540.
2027      947.   1004.   1441.   3143.   4386.   4779.   5028.   4825.   4551.   4043.   3166.   1545.
   1    3  EOL
2023                                                                8.      9.      9.      7.      8.
2024       10.      6.      5.      3.      3.      4.      5.      8.      9.      9.      7.      8.
2025       10.      6.      5.      3.      3.      4.      5.      8.      9.      9.      7.      8.
2026       10.      6.      5.      3.      3.      4.      5.      8.      9.      9.      7.      8.
2027       10.      6.      5.      3.      3.      4.      5.      8.      9.      9.      7.      8.
   1    4  UFV
2023                                                              838.    930.   1008.    973.    936.
2024     1063.    993.   1075.   1057.   1074.   1041.   1237.   1255.   1376.   1379.   1322.   1279.
2025     1449.   1480.   1560.   1468.   1363.   1285.   1381.   1372.   1521.   1517.   1455.   1414.
2026     1585.   1468.   1582.   1468.   1356.   1293.   1381.   1411.   1557.   1557.   1506.   1464.
2027     1630.   1520.   1638.   1549.   1423.   1365.   1442.   1450.   1589.   1572.   1527.   1492.
   1    5  PCH MMGD
2023                                                             21.37   20.18   23.68   31.35   39.01
2024     39.01   39.71   41.79   41.79   37.62   34.13   29.26   25.08   23.68   23.68   31.35   39.01
2025     39.01   39.71   41.79   41.79   37.62   34.13   29.26   25.08   23.68   23.68   31.35   39.01
2026     39.01   39.71   41.79   41.79   37.62   34.13   29.26   25.08   23.68   23.68   31.35   39.01
2027     39.01   39.71   41.79   41.79   37.62   34.13   29.26   25.08   23.68   23.68   31.35   39.01
   1    6  PCT MMGD
2023                                                              72.3    72.3    71.1    71.1    71.1
2024      71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1
2025      71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1
2026      71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1
2027      71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1
   1    7  EOL MMGD
2023                                                              0.05    0.05    0.04    0.04    0.04
2024      0.04    0.04    0.04    0.03    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.04
2025      0.04    0.04    0.04    0.03    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.04
2026      0.04    0.04    0.04    0.03    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.04
2027      0.04    0.04    0.04    0.03    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.04
   1    8  UFV MMGD
2023                                                            1951.9  1839.8  1527.0  1454.4  1508.9
2024    1492.5  1611.8  1530.9  1544.0  1436.4  1412.8  1457.2  1657.8  1554.9  1526.9  1454.4  1508.9
2025    1492.5  1611.8  1530.9  1544.0  1436.4  1412.8  1457.2  1657.9  1554.9  1526.9  1454.4  1508.9
2026    1492.5  1611.8  1530.9  1544.0  1436.4  1412.7  1457.2  1657.9  1554.9  1527.0  1454.4  1508.9
2027    1492.5  1611.8  1530.9  1543.9  1436.4  1412.7  1457.2  1657.8  1554.9  1527.0  1454.4  1508.9
   2    1  PCH
2023                                                              939.    977.   1213.    973.    834.
2024      930.    836.    847.    873.    948.   1242.   1052.    964.   1004.   1245.    997.    855.
2025      960.    881.    892.    920.    999.   1324.   1115.   1012.   1054.   1310.   1055.    906.
2026     1034.    930.    943.    963.   1044.   1374.   1157.   1050.   1092.   1353.   1087.    934.
2027     1052.    947.    960.    981.   1062.   1392.   1172.   1064.   1106.   1369.   1101.    947.
   2    2  PCT
2023                                                              594.    571.    522.    539.    413.
2024      373.    393.    442.    549.    576.    561.    567.    595.    571.    522.    539.    413.
2025      373.    392.    442.    550.    576.    561.    567.    595.    570.    522.    539.    413.
2026      373.    393.    442.    550.    577.    562.    567.    595.    571.    522.    539.    413.
2027      373.    393.    442.    550.    577.    562.    567.    595.    571.    522.    539.    413.
   2    3  EOL
2023                                                              715.    789.    792.    797.    722.
2024      657.    597.    593.    624.    648.    690.    737.    718.    791.    800.    809.    741.
2025      679.    621.    621.    651.    679.    724.    772.    752.    828.    833.    837.    760.
2026      689.    625.    624.    651.    680.    723.    772.    752.    828.    832.    837.    760.
2027      689.    625.    624.    653.    680.    723.    772.    752.    828.    831.    837.    761.
   2    4  UFV
2023                                                                2.      2.      2.      3.      3.
2024        2.      2.      2.      2.      2.      4.      5.      6.      6.      6.      8.      8.
2025        6.      7.      6.      5.      5.      4.      5.      6.      6.      6.      8.      8.
2026        6.      7.      6.      5.      5.      4.      5.      6.      6.      6.      8.      8.
2027        6.      7.      6.      5.      5.      4.      5.      6.      6.      6.      8.      8.
   2    5  PCH MMGD
2023                                                              5.43    5.53    9.94    8.82    8.34
2024      8.98    7.86    8.02    7.69    7.37    9.46   10.26    9.14    9.30    9.94    8.82    8.34
2025      8.98    7.86    8.02    7.69    7.37    9.46   10.26    9.14    9.30    9.94    8.82    8.34
2026      8.98    7.86    8.02    7.69    7.37    9.46   10.26    9.14    9.30    9.94    8.82    8.34
2027      8.98    7.86    8.02    7.69    7.37    9.46   10.26    9.14    9.30    9.94    8.82    8.34
   2    6  PCT MMGD
2023                                                             34.17   34.17   28.04   28.04   28.04
2024     28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04
2025     28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04
2026     28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04
2027     28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04
   2    7  EOL MMGD
2023                                                              0.14    0.14    0.13    0.13    0.13
2024      0.12    0.11    0.12    0.10    0.12    0.13    0.13    0.14    0.14    0.13    0.13    0.13
2025      0.12    0.11    0.12    0.10    0.12    0.13    0.13    0.14    0.14    0.13    0.13    0.13
2026      0.12    0.11    0.12    0.10    0.12    0.13    0.13    0.14    0.14    0.13    0.13    0.13
2027      0.12    0.11    0.12    0.10    0.12    0.13    0.13    0.14    0.14    0.13    0.13    0.13
   2    8  UFV MMGD
2023                                                             843.5   796.9   708.7   795.6   808.0
2024     793.1   798.6   776.0   709.7   597.1   536.4   572.3   681.4   642.8   708.7   795.6   808.0
2025     793.1   798.6   776.0   709.7   597.1   536.4   572.3   681.4   642.8   708.7   795.6   808.0
2026     793.1   798.6   776.1   709.7   597.1   536.4   572.3   681.4   642.8   708.7   795.6   808.0
2027     793.1   798.6   776.1   709.7   597.1   536.3   572.3   681.4   642.8   708.7   795.6   808.0
   3    1  PCH
2023                                                               77.     68.     64.     87.     99.
2024       75.     80.     83.     84.     78.     74.     73.     77.     68.     71.     94.    107.
2025       81.     87.     90.     92.     85.     81.     80.     85.     75.     71.     94.    107.
2026       81.     87.     90.     92.     85.     81.     80.     85.     75.     71.     94.    107.
2027       81.     87.     90.     92.     85.     81.     80.     85.     75.     70.     94.    107.
   3    2  PCT
2023                                                              374.    439.    465.    456.    456.
2024      478.    417.    398.    349.    346.    344.    341.    379.    446.    472.    461.    460.
2025      482.    426.    406.    355.    351.    349.    346.    385.    452.    479.    468.    467.
2026      490.    426.    406.    355.    351.    348.    346.    385.    453.    480.    468.    467.
2027      491.    426.    406.    355.    351.    348.    346.    385.    453.    480.    468.    467.
   3    3  EOL
2023                                                            14328.  14119.  13182.  10460.   9910.
2024     9000.   7640.   7863.   8736.  10771.  12570.  15214.  17167.  16912.  15401.  11991.  11325.
2025    10217.   8711.   9035.   9891.  12221.  14151.  16824.  18941.  18451.  16517.  12800.  11988.
2026    10882.   9155.   9251.  10149.  12320.  14211.  16923.  19052.  18573.  16646.  12896.  12078.
2027    10906.   9169.   9265.  10152.  12340.  14209.  16973.  19063.  18602.  16688.  12896.  12069.
   3    4  UFV
2023                                                             1327.   1604.   1510.   1399.   1476.
2024     1469.   1546.   1612.   1770.   1741.   1824.   1847.   2045.   2356.   2216.   2037.   2112.
2025     2101.   2197.   2118.   2324.   2224.   2237.   2245.   2420.   2759.   2512.   2307.   2400.
2026     2716.   2800.   2722.   2816.   2662.   2699.   2659.   2871.   3255.   2962.   2783.   2894.
2027     2794.   2896.   2816.   2886.   2718.   2766.   2700.   2945.   3323.   3017.   2790.   2914.
   3    5  PCH MMGD
2023                                                              0.09    0.07    0.07    0.07    0.08
2024      0.07    0.07    0.06    0.06    0.06    0.09    0.09    0.09    0.07    0.07    0.07    0.08
2025      0.07    0.07    0.06    0.06    0.06    0.09    0.09    0.09    0.07    0.07    0.07    0.08
2026      0.07    0.07    0.06    0.06    0.06    0.09    0.09    0.09    0.07    0.07    0.07    0.08
2027      0.07    0.07    0.06    0.06    0.06    0.09    0.09    0.09    0.07    0.07    0.07    0.08
   3    6  PCT MMGD
2023                                                              7.65    7.65    7.79    7.79    7.79
2024      7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79
2025      7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79
2026      7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79
2027      7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79
   3    7  EOL MMGD
2023                                                             10.04   10.21    9.04    8.20    7.03
2024      6.53    6.53    5.36    6.19    7.53    8.70    9.37   10.04   10.21    9.04    8.20    7.03
2025      6.53    6.53    5.36    6.19    7.53    8.70    9.37   10.04   10.21    9.04    8.20    7.03
2026      6.53    6.53    5.36    6.19    7.53    8.70    9.37   10.04   10.21    9.04    8.20    7.03
2027      6.53    6.53    5.36    6.19    7.53    8.70    9.37   10.04   10.21    9.04    8.20    7.03
   3    8  UFV MMGD
2023                                                             683.1   726.5   613.9   608.3   588.7
2024     575.2   587.5   593.8   549.4   518.3   498.0   518.5   577.8   615.5   613.9   608.3   588.7
2025     575.2   587.5   593.8   549.4   518.3   498.0   518.5   577.8   615.5   613.9   608.3   588.8
2026     575.2   587.5   593.8   549.4   518.3   497.9   518.5   577.8   615.5   613.9   608.3   588.8
2027     575.2   587.5   593.8   549.4   518.3   497.9   518.5   577.8   615.5   613.9   608.3   588.8
   4    1  PCH
2023                                                              102.    100.    109.    129.    149.
2024      153.    167.    171.    156.    135.    120.    109.    102.    100.    109.    129.    149.
2025      153.    167.    171.    156.    135.    120.    109.    102.    100.    113.    134.    155.
2026      159.    174.    178.    162.    140.    125.    113.    108.    105.    115.    136.    157.
2027      162.    177.    181.    165.    143.    127.    115.    108.    105.    115.    136.    157.
   4    2  PCT
2023                                                              208.    207.    171.    202.    177.
2024      176.    197.    196.    198.    211.    199.    200.    208.    207.    171.    202.    177.
2025      176.    197.    196.    198.    211.    199.    200.    208.    207.    171.    202.    177.
2026      176.    197.    196.    198.    211.    199.    200.    208.    207.    171.    202.    177.
2027      176.    197.    196.    198.    211.    198.    200.    208.    207.    171.    202.    177.
   4    3  EOL
2023                                                              253.    331.    316.    285.    275.
2024      173.    143.     90.     91.     91.    130.    161.    254.    330.    316.    285.    275.
2025      173.    144.     90.     90.     91.    130.    161.    254.    330.    316.    285.    275.
2026      173.    143.     91.     90.     90.    131.    161.    254.    330.    316.    285.    275.
2027      172.    143.     91.     90.     90.    131.    161.    254.    330.    316.    285.    275.
   4    4  UFV
2023                                                                1.      1.      1.      1.      1.
2024        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.
2025        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.
2026        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.
2027        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.
   4    5  PCH MMGD
2023                                                              0.00    0.00    0.00    0.00    0.00
2024      0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2025      0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2026      0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2027      0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
   4    6  PCT MMGD
2023                                                              2.29    2.29    2.29    2.29    2.29
2024      2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29
2025      2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29
2026      2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29
2027      2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29
   4    7  EOL MMGD
2023                                                              0.01    0.01    0.01    0.01    0.01
2024      0.01    0.00    0.01    0.00    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.01
2025      0.01    0.00    0.01    0.00    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.01
2026      0.01    0.00    0.01    0.00    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.01
2027      0.01    0.00    0.01    0.00    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.01
   4    8  UFV MMGD
2023                                                             266.6   262.0   217.6   206.0   194.0
2024     188.3   192.6   193.3   196.3   203.1   214.9   219.6   237.3   233.1   217.5   206.0   194.0
2025     188.3   192.6   193.3   196.3   203.1   214.9   219.6   237.3   233.1   217.5   206.0   194.0
2026     188.3   192.6   193.3   196.3   203.1   214.9   219.6   237.3   233.1   217.6   206.0   194.0
2027     188.3   192.6   193.3   196.3   203.1   214.9   219.6   237.3   233.1   217.6   206.0   194.0
 999
